adduct,n_mer,charge,mass_shift
[M+2i-H-C8H6N]-,1,-1,-115.0505906441
[M-H-C10H7NO3]-,1,-1,-190.04986953609998
[M-H-H2O-CH2O2]-,1,-1,-65.02332075609999
[M+H-C10H16O5]+,1,1,-215.09249715989998
[M+2i-H-C7H5ClO]-,1,-1,-139.0034589121
[M+H-C3H5NO]+,1,1,-70.0298373279
[M+H-C13H16N2O]+,1,1,-215.1189866799
[M-H-CHFO2]-,1,-1,-65.0033339441
[M+H-C11H22O7]+,1,1,-265.12927659189995
[M+H-C7H4FNO]+,1,1,-136.0204155159
[M-H-C18H30O13]-,1,-1,-455.1759174721
[M-H-C6H10N2O3]-,1,-1,-159.07641863209997
[M+H-C15H10O2]+,1,1,-221.0608031079
[M+H-H3N2O2]+,1,1,-62.0121758839
[M+H-C15H12O8]+,1,1,-319.0459408919
[M+H-C6H6BrNO2S]+,1,1,-233.9229847699
[M+H-C19H32O16]+,1,1,-515.1617584919001
[M+H-C9H17N]+,1,1,-138.1288230919
[M+H-C13H17NO5]+,1,1,-266.10339619189995
[M-H-C5H11]-,1,-1,-72.0933518041
[M+H-C8H10O4]+,1,1,-169.0506323479
[M+H-C11H22O2]+,1,1,-185.1547034919
[M+H-O]+,1,1,-14.9876381679
[2M+Ca-H]+,2,1,39.069626388100005
[M-C5H5Cl]+,1,1,-100.0085264199
[M+H-C8H9ClFNO]+,1,1,-188.0283933559
[M+H-C2H2S]+,1,1,-56.98044430189999
[M+H-C11H6O4]+,1,1,-201.0193322199
[M+H-C5H14N2]+,1,1,-101.10842199589999
[M+H+H2O+2i]+,1,1,21.0245514521
[M-H-C8H9]-,1,-1,-106.0777017401
[M+H-CH6BrO2]+,1,1,-127.9478400799
[M-H-C8H10]-,1,-1,-107.0855267721
[M+H-C7H3ClO3S]+,1,1,-200.9418658739
[M-H-C3O2]-,1,-1,-68.9971056921
[M+H-C8H12O5]+,1,1,-187.06119703189998
[M+H-C7H8N2O2]+,1,1,-151.0513010439
[M+H-C8H13NO3]+,1,1,-170.08226682389997
[M-H-C5H11FN2]-,1,-1,-119.09790302409999
[M+H-C8H3ClF3NO]+,1,1,-219.9782496039
[M+H-CF3]+,1,1,-67.9879332079
[M+H-C6H8ClN3O4S]+,1,1,-251.98512765389998
[M-H-C2H4Si]-,1,-1,-57.0155035801
[M-H-C2H3FO2]-,1,-1,-79.0189840081
[M+H-CH3ClN2]+,1,1,-76.99119932389999
[M-H-C3H5N]-,1,-1,-56.0494756121
[M-H-C9H10O3]-,1,-1,-167.07027063209998
[M+H-C12H14O5]+,1,1,-237.07684709589998
[M+Formate],1,0,44.997654
[M+H-C6H12N2O3]+,1,1,-159.07751579189997
[M-H-C8H16O]-,1,-1,-129.1273915841
[M+H-C4H3F3N2]+,1,1,-135.0175563039
[M-H-C11H12O3]-,1,-1,-193.08592069609998
[M+H-N3O2]+,1,1,-72.9917747879
[M-H-C15H18O7]-,1,-1,-311.1125293681
[M+H-C27H48O23]+,1,1,-739.2513613438999
[M+H-C5H9N]+,1,1,-82.06622283589999
[M+H-C13H19NO5]+,1,1,-268.11904625589995
[M+H-C9H14O]+,1,1,-137.0971886159
[M+H-C2H4F2O]+,1,1,-81.0157447359
[M-H-C8H7NOS]-,1,-1,-166.0321109861
[M+H-C5H7FO2]+,1,1,-117.0357312319
[M+H-C3H4IO]+,1,1,-181.9234112959
[M+H-C11H14ClN]+,1,1,-194.0742006759
[M-H-C4H7O]-,1,-1,-72.0569662961
[M+H+2i-C4H10N2]+,1,1,-83.07041186789999
[M+H-C8H12]+,1,1,-107.0866239319
[M-H-C4H4O3]-,1,-1,-101.0233204401
[M+2i-H-C6H4N2O]-,1,-1,-119.0329292001
[M+H+2i-C7H5BrO2]+,1,1,-196.9333050479
[M+H-C12H24O6]+,1,1,-263.1500120358999
[M-H-C14H11FN2]-,1,-1,-227.0979030241
[M+H-C6H12O8]+,1,1,-211.0459408919
[M+H-C2H6N2O2]+,1,1,-89.0356509799
[M+H-C11H16O2]+,1,1,-179.1077532999
[M+H+2i-C2H7NO]+,1,1,-58.0387773919
[M-H-C15H23ClO5]-,1,-1,-319.13067796810003
[M+H-C12H11N]+,1,1,-168.0818728999
[M+H-C26H44O12]+,1,1,-547.2760003959
[M-H-C13H17O3]-,1,-1,-222.1250458561
[M-H-C8H13NO4S]-,1,-1,-220.0638050381
[M+H-C23H27N3O3S]+,1,1,-424.1700359619
[M-H-C13H18FN3O2]-,1,-1,-268.1455814881
[M+H-C10H7FO]+,1,1,-161.0408166119
[M+H-CH3O]+,1,1,-30.0111132639
[M+H-C5H9NO2]+,1,1,-114.0560520759
[M+H-C6H4BrNO]+,1,1,-183.9403493959
[M+H+2i-CH4N2O]+,1,1,-57.0183762959
[M+2i-H-C10H8N2OS]-,1,-1,-203.0363000181
[M+H+2i-C2H4F2O]+,1,1,-79.0090347359
[M+H-C6H5Cl2N3O]+,1,1,-203.9736906879
[M+H-C17H10F3N3O]+,1,1,-328.07032014789996
[M-H-C10H10N2O]-,1,-1,-175.0865893921
[M+H-C7H11Cl2NO]+,1,1,-194.0144928799
[M-H-C15H22O9]-,1,-1,-347.1336587361
[M+H-C5H11ClOS]+,1,1,-153.0146368899
[M+H+2i-HS]+,1,1,-29.9659092699
[M+H-C13H25NO2]+,1,1,-226.1812525879
[M+H-C18H28O]+,1,1,-259.20673906389993
[M+H-C6H12O5]+,1,1,-163.06119703189998
[M+H-C15H22O10]+,1,1,-361.1140204519
[M-H-C5H5N5]-,1,-1,-136.0617716121
[M+H-C6H7N3O]+,1,1,-136.0516353919
[M-H-C6H12O2]-,1,-1,-117.0910060761
[M+H-C9H11N3]+,1,1,-160.0880208999
[M+H-C8H7ClN2O3]+,1,1,-213.0072433119
[M+H-H5NO]+,1,1,-34.0298373279
[M+H-C12H13NO3]+,1,1,-218.08226682389997
[M+H-C4H5NO4]+,1,1,-130.0145811879
[M+H-C7H9F3O3]+,1,1,-197.0431023559
[M+H-C7H9N3]+,1,1,-134.0723708359
[M-H-C17H20O2]-,1,-1,-257.1536063321
[M+H-CH4O3]+,1,1,-63.00876753589999
[M+H-C3H3N3O2S]+,1,1,-143.9873205739
[M+H-C14H20O3]+,1,1,-235.13396804789997
[M-H-C10H7NO2]-,1,-1,-174.0549549161
[2M+H-H2O]+,2,1,-17.0032885479
[M+H+K]+,1,1,39.9709831321
[M+H-C31H36O10]+,1,1,-567.2235708999
[M+H-C7H6F3N]+,1,1,-160.0379573999
[M+H-C7H6NO2]+,1,1,-135.0325769799
[M+H+2i-HBr]+,1,1,-76.9121756799
[M-H-C6H11FN2O2]-,1,-1,-163.0877322641
[M+H-C5H7N3O2]+,1,1,-140.0465500119
[M-H-C10H14O]-,1,-1,-151.1117415201
[M+H-C5H8]+,1,1,-67.0553238039
[M+H-CH5N]+,1,1,-30.034922707899995
[M+H+2i-H3NO]+,1,1,-30.007477263899997
[M-H-C14H22O]-,1,-1,-207.1743417761
[M+H-C3H8O4]+,1,1,-107.03498228389999
[M+H-C3H5N3S]+,1,1,-114.01314139789999
[M+H-C22H38O19]+,1,1,-605.1934525439
[M+H-C9H8O3]+,1,1,-163.04006766389998
[M+H-C12H22O13]+,1,1,-373.09876431189997
[M+H-C7H20O5]+,1,1,-183.12379728789998
[M+H-C15H27N]+,1,1,-220.20707341189998
[M-H-C11H14SO6]-,1,-1,-275.05838531010005
[M+H-C23H15O5P]+,1,1,-401.0584337579
[M+H+4i-C2H4O2]+,1,1,-55.00043291589999
[M+H-C6H9NO]+,1,1,-110.0611374559
[M+H-C15H21N2O3]+,1,1,-276.14794107989997
[M-H-C7H17NO8]-,1,-1,-244.1026929561
[M+H-C19H34O15]+,1,1,-501.1824939358999
[M+H-C4H7N3]+,1,1,-96.05672077189999
[M+H+2i-C2H2SO]+,1,1,-70.9686489219
[M-H-C4H9]-,1,-1,-58.0777017401
[M+H-C4H5NS]+,1,1,-98.00699339789999
[M+H-C7H6F3NO]+,1,1,-176.0328720199
[M-H-C8H30O2]-,1,-1,-159.2318566521
[M+H-C44H63N3O11]+,1,1,-808.4389833839
[M+H+2i-C7H11N3O2]+,1,1,-166.0711401399
[M+H-C5H12N2O2S]+,1,1,-163.0546718619
[M+H-C10H7Cl2N3O]+,1,1,-253.9893407519
[M+H-C11H11NO2]+,1,1,-188.0717021399
[M+2K-H]+,1,1,76.9190397481
[M+2i-H-C3H2O3]-,1,-1,-85.0009603761
[M-H-C2H3NS]-,1,-1,-74.0058962381
[M-H-C8H15NO6]-,1,-1,-222.09721365209998
[M+H-C14H18F3N3O3]+,1,1,-332.12274964389997
[M+H-CH4N2O]+,1,1,-59.025086295899996
[M+H+2i-CH2O]+,1,1,-26.996578231899996
[M+H-C9H11N3OS]+,1,1,-208.0550062099
[M+H-C3H6SO2]+,1,1,-105.00157366989998
[M+H-C2H2N2O]+,1,1,-69.0094362319
[M+H-C4H7F]+,1,1,-73.0459019919
[M+H-C16H8]+,1,1,-199.0553238039
[M+H-C3H3N2S]+,1,1,-97.99441733389999
[M+H-C10H9Cl2N3O2]+,1,1,-271.99990543589996
[M+H-C6H12O]+,1,1,-99.0815385519
[M-H-C11H15NO2]-,1,-1,-194.1175551721
[M+H-C18H28O4]+,1,1,-307.19148292389997
[M+3Li-2H]+,1,1,19.031813356100002
[M+H-C9H5ClO]+,1,1,-162.9956160079
[M+H-CHO4P]+,1,1,-106.9539686899
[M+H+2i-C3H6NO4P]+,1,1,-147.9894578499
[M-H-C14H16O5]-,1,-1,-265.1070500641
[M+Ca-H]+,1,1,39.069626388100005
[M+H-C13H22O2]+,1,1,-209.1547034919
[M+H-CClN]+,1,1,-59.964650227899995
[M+H-C11H14N2O]+,1,1,-189.1033366159
[M+H-C7H16O9]+,1,1,-243.0721556399
[M+H-C8H7N3S]+,1,1,-176.0287914619
[M+H-H2NO3]+,1,1,-62.99619147189999
[M+H-C7H8O]+,1,1,-107.0502384239
[M+H-C5H4N4S]+,1,1,-151.0083903659
[M+H-C19H28O11]+,1,1,-431.15588526389996
[M+H-C8H6O4]+,1,1,-165.0193322199
[M+H-C7H12O3]+,1,1,-143.07136779189997
[M+H-C11H16O]+,1,1,-163.1128386799
[M-H-C10H20O]-,1,-1,-157.1586917121
[M+H-C9H8O6]+,1,1,-211.02481152389998
[M+H-C2H4O2]+,1,1,-59.013852915899996
[M-H-C8H11NO3]-,1,-1,-170.08116966409997
[M+H-C11H15NO]+,1,1,-176.1080876479
[M+H-C14H26N2O]+,1,1,-237.19723699989999
[M+2H+4i]2+,1,2,6.0279729042
[M+H-C8H8N4]+,1,1,-159.0676198039
[M-H-C7H11NS]-,1,-1,-142.0684964941
[M-H-C6H15N3]-,1,-1,-130.1338739321
[M+H-C9H8Cl2N2]+,1,1,-212.9991771639
[M+H+2i-C6H5ClN2O2]+,1,1,-168.9899686279
[M-H-C12H13N3O7]-,1,-1,-312.0826262081
[M+H-C6H15N]+,1,1,-100.11317302789999
[M+H-C7H5NS]+,1,1,-134.0069933979
[M+H-CH4NO2S]+,1,1,-92.9889976059
[M+H-C10H8N2O2]+,1,1,-187.0513010439
[M+H+i]+,1,1,2.0106314521
[M-H-C7H6NO2]-,1,-1,-137.0471298841
[M-H-C4H9O3]-,1,-1,-106.06244560009999
[M+H+2i-2H2O]+,1,1,-33.0071435479
[M+H-C6H5Cl2N]+,1,1,-159.9726280679
[M+H-C3H4N2O2]+,1,1,-99.0200009159
[M-H-H2ClF]-,1,-1,-56.9901824161
[M-HCl],1,0,-35.976677712
[M-H-C12H24N2O4]-,1,-1,-261.1808837001
[M+H+2i-C2H3O2]+,1,1,-55.9993178839
[M+H-C2HNO2]+,1,1,-69.9934518199
[M+H-C22H30O7]+,1,1,-405.19187684789995
[M-H-C21H38O4]-,1,-1,-355.2842861481
[M+H-C9H13NO]+,1,1,-150.0924375839
[M+H-C9H9NS2]+,1,1,-194.01036421589998
[M+Cl-H]-,1,-1,33.9615762279
[M+H-C4H13NO2]+,1,1,-106.0873522039
[M+H+2i-C8H9N3O4S]+,1,1,-240.0173900059
[M+H-C8H9NO2S]+,1,1,-182.0281227659
[M+H+2i-C2HNO]+,1,1,-51.9918271999
[M-H-C2H6N]-,1,-1,-45.0573006441
[M+H-C7H7NO4]+,1,1,-168.0302312519
[M+H-C12H13NO]+,1,1,-186.0924375839
[M+H-C11H13FN2O]+,1,1,-207.0939148039
[M+H-C2H10N2O2S]+,1,1,-125.03902179789999
[M+CH3OH+H-H2O]+,1,1,15.0229264521
[M+H-C6H6ClNO]+,1,1,-142.0065150399
[M+H-C6H4ClO2S]+,1,1,-173.9547762859
[M+H+4i-C6H13NO]+,1,1,-110.0790175839
[M+H-C7H8SO3]+,1,1,-171.01213835389999
[M+H-C7H5NOS]+,1,1,-150.0019080179
[M+H-C6H8O2]+,1,1,-111.0451530439
[M-H-CSO]-,1,-1,-60.9742617621
[M+H-C32H48O15]+,1,1,-671.2920443839
[M-H-C4H2O3]-,1,-1,-99.0076703761
[M+H-CH8O]+,1,1,-35.0502384239
[M+H-C11H10F3N3]+,1,1,-240.0754055279
[M+H-C11H18O9]+,1,1,-293.08780570389996
[M+H-C23H42O3]+,1,1,-365.30611875189993
[M-H-C9H14O3]-,1,-1,-171.10157076009997
[M+H-C7H7N3O3]+,1,1,-180.04146463189997
[M+H-H2O-NH3-C8H8]+,1,1,-138.0924378039
[M+H-C30H50O5]+,1,1,-489.35854824789993
[M-H-C8H7NO2]-,1,-1,-150.0549549161
[M+H-C7H8]+,1,1,-91.0553238039
[M+H+4i-HF]+,1,1,-14.9855317999
[M-H-C7H4O2]-,1,-1,-121.0284058201
[M+H-C3H5N]+,1,1,-54.034922707899995
[M+H+2i-C4H4S]+,1,1,-80.9893843659
[M-H-C16H24O7]-,1,-1,-329.1594795601
[M+H-C7H5Cl2NO]+,1,1,-187.9675426879
[M-H-C3H7SO2]-,1,-1,-108.02395160609998
[M+H-C5H8N2]+,1,1,-95.06147180389999
[M+H-C11H17NO8]+,1,1,-290.0881400519
[M+H-C7H5NO2]+,1,1,-134.0247519479
[M-H-C8H7O]-,1,-1,-120.0569662961
[M+H-C11H14O7]+,1,1,-257.06667633589996
[M+H+2i-C5H8]+,1,1,-65.0486138039
[M+H-C2H8NS]+,1,1,-77.03046849389999
[M-73]+,1,1,-0.0005485799
[M-CCl3]+,1,1,-116.90710661989999
[M+2Na-H2O]2+,1,2,27.9678764002
[M-H-CH3],1,0,-16.031300128
[M+H+2i-C7H5F2NO]+,1,1,-154.0199337679
[M+3Na-6H]3-,1,-3,62.924003387700004
[M+H-C10H16N2O7S]+,1,1,-307.06054508989996
[M+H-C20H34O11]+,1,1,-449.20283545589996
[M-H-C2H3N]-,1,-1,-42.0338255481
[M+H-C18H32O2]+,1,1,-279.23295381189996
[M+H-C2H7]+,1,1,-30.0474987719
[M+H-CS2]+,1,1,-74.93686492789999
[M+H-CH4SO2]+,1,1,-78.98592360589998
[M+H-C9H12O2]+,1,1,-151.0764531719
[M+H-C6H4FN4O3S]+,1,1,-229.99153744589998
[M+H-C2H3Cl2NO]+,1,1,-125.9518926239
[M+H-C7H10N2O]+,1,1,-137.0720364879
[M+H-C2H7NO]+,1,1,-60.0454873919
[M+H-C6H4ClFO3S]+,1,1,-208.94809412589998
[M+H-C3H5O]+,1,1,-56.0267633279
[M+H-C8H6N]+,1,1,-115.0427477399
[M-H-C4H3N3]-,1,-1,-94.0399735481
[M+H-C5H8O]+,1,1,-83.0502384239
[M-H-C9H12N2O2]-,1,-1,-181.0971540761
[M+H-C2H4O3]+,1,1,-75.00876753589999
[M-H-C7H7NO]-,1,-1,-122.0600402961
[M+H-C13H16FN3O2]+,1,1,-264.11537851989993
[M+H-C9H6Cl4O2]+,1,1,-284.90491369989996
[M+H-C7H4Cl2O]+,1,1,-172.9566436559
[M+H-C8H12O2]+,1,1,-139.0764531719
[M-H-C3H5FO2]-,1,-1,-93.0346340721
[M-H-C2H4ClNO]-,1,-1,-94.0054178801
[M+H-C10H22N2]+,1,1,-169.17102225189998
[M+H-C3H6O]+,1,1,-57.0345883599
[M+H-C7H10N2O2]+,1,1,-153.0669511079
[M+H-C3H4O3]+,1,1,-87.00876753589999
[M+H-C29H48O24]+,1,1,-779.2462759639
[M+H-C12H18O2]+,1,1,-193.1234033639
[M+I]-,1,-1,126.9050215799
[M+H-C21H38O18]+,1,1,-577.1985379239001
[M+H-C11H16O7]+,1,1,-259.08232639989996
[M-H-C12H14O4]-,1,-1,-223.0964853801
[M-H-C8H14O7]-,1,-1,-223.0812292401
[M-H-C12H14O6]-,1,-1,-255.08631462009998
[M+H-C10H9NO]+,1,1,-158.0611374559
[M+H-C6H6N2O2]+,1,1,-137.0356509799
[M+H-C4H2N3O3]+,1,1,-139.0023394719
[M+H-C14H19N]+,1,1,-200.1444731559
[M+H-C7H6F3NO2S]+,1,1,-223.9998573299
[M+H-C11H15NO2]+,1,1,-192.1030022679
[M-H-C6H9NO]-,1,-1,-112.0756903601
[M-H-C9H11NO2]-,1,-1,-166.0862550441
[M+H-C3H4N2]+,1,1,-67.0301716759
[M-H-C10H11NO2]-,1,-1,-178.0862550441
[M+H-C4H4ClN3]+,1,1,-128.0020983559
[M+H-C3H4N4]+,1,1,-95.03631967589999
[M+H-C2H3N3]+,1,1,-68.02542064389999
[M+H+2i-C6H6]+,1,1,-75.0329637399
[M-H-C3H6O5]-,1,-1,-123.0287997441
[M+H-C14H11NO2]+,1,1,-224.0717021399
[M-H-C4H5N3S]-,1,-1,-128.0276943021
[M+H-C13H17N]+,1,1,-186.1288230919
[2M+H]+,2,1,1.0072764521
[M-H-C7H8O]-,1,-1,-109.0647913281
[M+H+2i-C7H7NO]+,1,1,-118.0387773919
[2M+KSO4]-,2,-1,134.9159844299
[M2+H]+,1,1,1.0072764521
[M-H-H2F2]-,1,-1,-41.0197329561
[M+H-C7H12]+,1,1,-95.0866239319
[M+H-H3NO-CO]+,1,1,-60.0091018839
[M+H-C16H18O2]+,1,1,-241.1234033639
[M+H-C5H9NO3S]+,1,1,-162.02303738589998
[M-C4H4O4S]+,1,1,-147.9835778779
[M-H-C2HNO2]-,1,-1,-72.0080047241
[3M+Ca-H]+,3,1,39.069626388100005
[M+H-N2H2]+,1,1,-29.014521611899998
[M+H-C10H24N4]+,1,1,-199.19282031589998
[M+H-CO]+,1,1,-26.9876381679
[M-H-C7H7N5O]-,1,-1,-178.0723362961
[M-H-HNO3]-,1,-1,-64.0029193441
[M-H-C8H16O9]-,1,-1,-257.0867085441
[M+H-C4H10SO4]+,1,1,-153.0227030379
[2M-H+5i]-,2,-1,4.0094985479
[M+H-C10H14INO2]+,1,1,-305.9996502359
[M+H-C5H8N2O4S]+,1,1,-191.0132009739
[M+H-C2H6O4]+,1,1,-93.0193322199
[M+H+2i-C3H7NO2]+,1,1,-86.0336920119
[M+H-C10H9ClO6]+,1,1,-259.00148923589995
[M-Br]+,1,1,-78.9188856799
[M+H-C13H18O9]+,1,1,-317.08780570389996
[M+2i-H-NO]-,1,-1,-28.998555072100004
[M+H+2i-SO2]+,1,1,-60.9479134779
[M+H+NH3+2i]+,1,1,20.040535452100002
[M+H-C7H6BrN]+,1,1,-181.9610848399
[M+H-C4H11O3PS]+,1,1,-169.00937507990002
[M+H-C7H12N2O4]+,1,1,-187.0724304119
[M+H+2i-C4H8O3]+,1,1,-101.03335766389999
[M-H-C9H8O5]-,1,-1,-197.04444980809998
[M+H-C26H70O2]+,1,1,-413.5303050279
[M+H-C8H3F4NO]+,1,1,-204.0078001439
[M-H-H4F2O]-,1,-1,-59.0302976401
[M+H+2i-C7H5ClO2]+,1,1,-152.9838206279
[M-Cl2H]+,1,1,-70.9460789719
[M+H-C8H8O3]+,1,1,-151.04006766389998
[M-H-C3H6]-,1,-1,-43.0542266441
[M+H-C9H7NO3]+,1,1,-176.03531663189997
[M+H-C11H16N2]+,1,1,-175.1240720599
[M+H-C7H11NO2]+,1,1,-140.0717021399
[M+CHO2+2i]-,1,-1,47.004912851899995
[M-H-C10H10O3]-,1,-1,-179.07027063209998
[M+H-C3H5SO3]+,1,1,-119.98866325789999
[M+H-C2H6N2O2S]+,1,1,-121.0077216699
[M+H-CH6O3]+,1,1,-65.02441759989999
[M-H-C23H38O16]-,1,-1,-571.2232615881
[M-H-C2H2O2]-,1,-1,-59.0127557561
[M+H-C10H10N2O3]+,1,1,-205.06186572789997
[M-H-N2O4]-,1,-1,-92.9930829321
[M+H-C2H6O3]+,1,1,-77.02441759989999
[M+H+2i-C2H5NO2]+,1,1,-72.0180419479
[M+H-C16H24O6]+,1,1,-311.1500120358999
[M-H-C9H11]-,1,-1,-120.0933518041
[M+H-C6H5NO]+,1,1,-106.0298373279
[M+H-C9H7N3]+,1,1,-156.0567207719
[M+H-H2-CO]+,1,1,-29.003288231899997
[M+H-C3H2ClF6O]+,1,1,-201.9625602319
[M+H-C12H20O6]+,1,1,-259.1187119078999
[M+H-C2H5N3]+,1,1,-70.04107070789999
[M-H-C11H8O]-,1,-1,-157.0647913281
[M+H-C9H9N7O]+,1,1,-230.07958145589998
[M+H-C5H14O3]+,1,1,-121.08701785589999
[M+H-C9H18O]+,1,1,-141.1284887439
[M+H-C11H18N2O3]+,1,1,-225.12446598389997
[M+H-C8H5NO3]+,1,1,-162.01966656789998
[M-H-C7H5F4N]-,1,-1,-180.0430884921
[M-H-C8H10O2]-,1,-1,-139.0753560121
[M-H-H2]-,1,-1,-3.0229265161
[M-H-H2O-C5H8O2]-,1,-1,-119.0702709481
[M-H-C8H13NO2]-,1,-1,-156.1019051081
[M+H-C13H18O5]+,1,1,-253.10814722389998
[M-H-C3H5NO3]-,1,-1,-104.03421947209999
[M-H-C12H20O9]-,1,-1,-309.1180086721
[M-H-C7H11F2NO]-,1,-1,-164.0881468641
[M+H-C7H5ClF3N]+,1,1,-193.9989850479
[M+H-C36H62O30]+,1,1,-973.3253141319
[M-H-C8H6ClNO]-,1,-1,-168.0210679441
[M-H-C9H13N]-,1,-1,-136.1120758681
[M+H-C36H58O8]+,1,1,-617.4058923639001
[M+H-C3H8N2O]+,1,1,-87.0563864239
[M-H-C18H12O6]-,1,-1,-325.0706645561
[M+H-C8H10N2O2]+,1,1,-165.0669511079
[M+CH3OH+H]+,1,1,33.0334914521
[M+H-C14H20O8]+,1,1,-315.1085411479
[M+H-C22H34O13]+,1,1,-505.19266469589996
[M+H-C6H6ClN]+,1,1,-126.01160041989999
[M-H-C8H11O8]-,1,-1,-236.0526687641
[M+H-CH32NH]+,1,1,-58.254023603899995
[M+C],1,0,12.0
[M+2H+3i]2+,1,2,5.0246179042
[M+H-N2H6]+,1,1,-33.0458217399
[M-H-C8H17NO]-,1,-1,-144.1382906161
[M+H-NH3-C2H4]+,1,1,-44.0505726759
[M+H-C10H13NO4S]+,1,1,-242.0492521339
[M+H-HClO]+,1,1,-50.9643158799
[M+H-C12H17NO2S]+,1,1,-238.0907230219
[M+H+2i-CH2SO2]+,1,1,-74.96356354189999
[M-H-C10H18N2O5]-,1,-1,-247.12884812809997
[M+H-C8H11NS]+,1,1,-152.0539435899
[M+H-C15H24O11]+,1,1,-379.12458513589996
[M+H-C7H16N2]+,1,1,-127.12407205989999
[M+H-C12H26O3]+,1,1,-217.18091823989997
[M+H-2H2O-NH3]+,1,1,-52.0404025479
[M+H+2i-C7H9NO]+,1,1,-120.0544274559
[M-H-CH5NO]-,1,-1,-48.0443902321
[M-H-C4H8Cl]-,1,-1,-92.0387293881
[M+H-C12H19NO2]+,1,1,-208.1343023959
[M+H-C8H7ClN2]+,1,1,-165.0224994519
[M+2Li-H]+,1,1,13.0236343881
[M+H-C4H10N2]+,1,1,-85.07712186789999
[M-H-C3H4O4]-,1,-1,-105.0182350601
[M-Cl]+,1,1,-34.969401259899996
[M+H-C7H14O8]+,1,1,-225.0615909559
[M+H+6i-H2O]+,1,1,-10.9831585479
[M-H-C10H16O6]-,1,-1,-233.10196468409998
[M+H-C10H18O4]+,1,1,-201.1132326039
[M+H-C13H13NO6]+,1,1,-278.0670106838999
[M+H-C10H11N5O3S]+,1,1,-280.05098344989995
[M-H-C5H9]-,1,-1,-70.0777017401
[M-H-C4H5NO2]-,1,-1,-100.0393048521
[M+H-C15H24O9]+,1,1,-347.13475589589996
[M+H-C7H11NO4]+,1,1,-172.0615313799
[M+H-C8H11ClN4O]+,1,1,-213.0548621999
[M+H-C5H10N2O2S]+,1,1,-161.0390217979
[M+H-C5H7N3O2S]+,1,1,-172.0186207019
[M+H-C7H5ClN2]+,1,1,-151.0068493879
[M+2i-H-S]-,1,-1,-30.9726371421
[M-H-C9H13O7P]-,1,-1,-265.0471658381
[M+H+2i-C6H5F]+,1,1,-93.0235419279
[M-H-C6H4Cl2]-,1,-1,-146.9762819401
[M+H-C4H7NO3]+,1,1,-116.03531663189999
[M+H-C2H4BrN]+,1,1,-119.9454347759
[M+H-C19H26O3]+,1,1,-301.18091823989994
[M+H-C7H6ClN]+,1,1,-138.0116004199
[M-H-C3H6NO]-,1,-1,-73.0522152641
[M+H-C4H2NO]+,1,1,-79.0063622319
[M+H-C12H18O9]+,1,1,-305.08780570389996
[M+H-C8H13N3]+,1,1,-150.1036709639
[M+H-C6H16O10]+,1,1,-247.0670702599
[M+H-C6H13Cl]+,1,1,-119.06330164389999
[M+H-C7H18O3]+,1,1,-149.11831798389997
[M+H-H3BrO]+,1,1,-96.9294503639
[M+H-C15H18ClN]+,1,1,-246.1055008039
[M+H-C9H8N4]+,1,1,-171.0676198039
[M-H-C9H13NO]-,1,-1,-152.1069904881
[M+H-C9H16O6]+,1,1,-219.08741177989998
[M-H-C10H8N4OS]-,1,-1,-233.0491580181
[M-H-CHClO]-,1,-1,-64.9788687841
[M-H-C9H10O2]-,1,-1,-151.0753560121
[M+H-C8H17NO5]+,1,1,-206.10339619189998
[M+H-C10H10O]+,1,1,-145.0658884879
[M+H-C6H5NO2S]+,1,1,-153.9968226379
[M+Na-3H-H2O]2-,1,-2,1.9568263438000026
[M+H-C12H15NO]+,1,1,-188.1080876479
[M-H-C14H16O2]-,1,-1,-217.1223062041
[M+H-H3ClN]+,1,1,-50.98812532389999
[M+H-C9H17NO]+,1,1,-154.1237377119
[M+H-C9H9NO4]+,1,1,-194.0458813159
[M-H-C3H4SO]-,1,-1,-89.0055618901
[M+H-CClO2]+,1,1,-77.9514054679
[M-H-C7H7ClO]-,1,-1,-143.0258189761
[M-H-H3F2N3]-,1,-1,-84.0367799881
[M-H-C7H14NOS]-,1,-1,-161.0868862101
[M-H-C8H15N]-,1,-1,-126.12772593209999
[M+H+2i-C5H11N]+,1,1,-82.0751628999
[M+H-C11H9N]+,1,1,-154.0662228359
[M+H-C3H7N3O2]+,1,1,-116.0465500119
[M+H-C7H14O2]+,1,1,-129.0921032359
[M-H-C5H9NOS]-,1,-1,-132.0477610501
[M+H-C20H34O2]+,1,1,-305.24860387589996
[M+H-C9H5NO4]+,1,1,-190.0145811879
[M-H-C5H4F3NO3]-,1,-1,-184.0216041001
[M+H+2i-C5H5N5O]+,1,1,-148.0354233279
[M+H-C10H18]+,1,1,-137.1335741239
[M+H-C6H3BrCl2O]+,1,1,-238.8671557239
[M+H-C7H7FN2O]+,1,1,-153.0469646119
[M-H-C6H6FN]-,1,-1,-112.0557038641
[M+H-C5H9NO3]+,1,1,-130.05096669589997
[M+H-HS]+,1,1,-31.9726192699
[M+H-C14H15N]+,1,1,-196.1131730279
[M+H-C10H20O4]+,1,1,-203.1288826679
[M-H-C4H8O3]-,1,-1,-105.05462056809999
[M+H-C10H18O8]+,1,1,-265.09289108389993
[M+H-C7H7ClO2]+,1,1,-157.0061806919
[M+H-C10H15NO5]+,1,1,-228.08774612789998
[M+H-C9H5F3N2S]+,1,1,-229.0052770579
